Date (GMT),Open,High,Low,Last,Volume,Volume,BBandUp,BBandMid,BBandLow
12/20/2020 7:00,23543.88,23614.84,23500,23506.28,955.1879,955.1879,23983.33472,23503.21628,23023.09784
12/20/2020 7:30,23506.29,23575,23451,23494.86,844.4918,844.4918,23927.28189,23502.42044,23077.55899
12/20/2020 8:00,23494.86,23646.31,23410.62,23627.65,1236.4254,1236.4254,23885.51107,23514.34707,23143.18307
12/20/2020 8:30,23627.65,23750,23532,23749.99,1544.8096,1544.8096,23892.68185,23536.78925,23180.89666
12/20/2020 9:00,23749.99,23791,23662.92,23694.99,1408.4868,1408.4868,23882.16279,23551.85599,23221.54919
12/20/2020 9:30,23694.98,23748.4,23574.55,23611,1360.479,1360.479,23877.06524,23557.48875,23237.91227
12/20/2020 10:00,23611,23709.98,23503,23592.92,1539.9055,1539.9055,23860.23008,23560.86316,23261.49623
12/20/2020 10:30,23592.92,23648.92,23422.22,23509.73,1689.8533,1689.8533,23838.58515,23555.99333,23273.40151
12/20/2020 11:00,23509.73,23557.58,23358.78,23394.76,1548.2842,1548.2842,23817.19377,23540.63778,23264.08178
12/20/2020 11:30,23394.77,23515.93,23391.33,23515.93,1067.6113,1067.6113,23811.75648,23538.28466,23264.81283
12/20/2020 12:00,23515.92,23625,23440.92,23553.02,877.9978,877.9978,23813.05638,23539.68802,23266.31966
12/20/2020 12:30,23553.02,23588.71,23402,23433.46,929.2219,929.2219,23798.06747,23529.57107,23261.07467
12/20/2020 13:00,23433.47,23496.84,23333.57,23472.45,1536.6621,1536.6621,23787.55152,23524.13097,23260.71041
12/20/2020 13:30,23472.44,23548.57,23296,23415.44,1893.9051,1893.9051,23767.07637,23513.77945,23260.48252
12/20/2020 14:00,23415.44,23590.9,23382.94,23561.36,1146.8652,1146.8652,23762.4476,23518.31093,23274.17425
12/20/2020 14:30,23561.35,23620,23500.19,23580.46,1405.1688,1405.1688,23708.02171,23524.22989,23340.43806
12/20/2020 15:00,23580.46,23682,23523.44,23538.41,1132.3954,1132.3954,23703.3397,23525.58037,23347.82104
12/20/2020 15:30,23538.4,23649,23527.48,23648.99,899.9849,899.9849,23715.50144,23537.33367,23359.1659
12/20/2020 16:00,23648.99,23910,23615.34,23871.17,3112.2352,3112.2352,23793.41933,23569.12761,23344.83588
12/20/2020 16:30,23871.16,23901.01,23735,23781.79,2065.2668,2065.2668,23833.24744,23589.38117,23345.5149
12/20/2020 17:00,23781.78,23829,23639.62,23640.66,1422.05,1422.05,23836.96526,23594.26487,23351.56447
12/20/2020 17:30,23640.66,23784.38,23625.41,23759.07,981.6593,981.6593,23860.79552,23609.96059,23359.12567
12/20/2020 18:00,23759.06,23800,23703.01,23724.8,1075.3297,1075.3297,23879.01142,23620.89768,23362.78394
12/20/2020 18:30,23724.8,23764.48,23655.26,23762.26,1107.6649,1107.6649,23898.79355,23634.36076,23369.92797
12/20/2020 19:00,23762.27,23877,23731.18,23866.68,1326.0709,1326.0709,23949.65875,23656.4864,23363.31405
12/20/2020 19:30,23866.68,23912.85,23780.83,23802.14,1167.9146,1167.9146,23977.6959,23670.35817,23363.02045
12/20/2020 20:00,23801.92,23995.97,23801.92,23939.87,1555.2765,1555.2765,24037.98574,23696.02596,23354.06619
12/20/2020 20:30,23939.87,24136.7,23850.18,24109.99,2798.5383,2798.5383,24134.35567,23735.45111,23336.54655
12/20/2020 21:00,24109.99,24295,24024,24171.26,3599.7268,3599.7268,24212.94025,23776.95672,23340.97319
12/20/2020 21:30,24171.26,24208.62,23665,23788.86,3803.7361,3803.7361,24198.79767,23778.09037,23357.38306
12/20/2020 22:00,23788.86,23845,23362.77,23382.29,3444.3489,3444.3489,24169.48752,23740.39509,23311.30266
12/20/2020 22:30,23382.29,23567.3,23125.81,23477.65,3405.3193,3405.3193,24135.44597,23715.37175,23295.29753
12/20/2020 23:00,23477.66,23614.36,23423.9,23502.8,1584.9463,1584.9463,24114.03834,23695.12682,23276.2153
12/20/2020 23:30,23502.52,23594.73,23477.08,23516.65,957.4209,957.4209,24091.57237,23678.12903,23264.68569
12/21/2020 0:00,23516.65,23579.97,23450,23466.31,1237.7812,1237.7812,24088.09443,23657.95579,23227.81715
12/21/2020 0:30,23455.54,23570,23287.94,23544.18,1787.5479,1787.5479,24085.07394,23647.12,23209.16606
12/21/2020 1:00,23544.18,23709.31,23523.62,23682.53,1360.8204,1360.8204,24083.75468,23650.49238,23217.23008
12/21/2020 1:30,23681.69,23744.86,23587.85,23671.79,1064.1959,1064.1959,24084.54405,23652.52072,23220.4974
12/21/2020 2:00,23671.8,23709,23618.7,23663.47,759.3464,759.3464,24073.81166,23653.56351,23233.31537
12/21/2020 2:30,23662.24,23765.59,23652.48,23716.27,939.2906,939.2906,24073.75514,23659.53556,23245.31598
12/21/2020 3:00,23716.27,23887,23665.61,23856.38,1194.999,1194.999,24092.47383,23678.28265,23264.09147
12/21/2020 3:30,23856.38,23881.98,23760.12,23807.01,956.4626,956.4626,24102.62488,23690.5424,23278.45991
12/21/2020 4:00,23807,24016.93,23657.5,23947.34,2871.345,2871.345,24135.35379,23714.99931,23294.64484
12/21/2020 4:30,23947.34,24102.77,23836.29,23950.83,2062.7165,2062.7165,24166.78723,23737.45938,23308.13153
12/21/2020 5:00,23949.4,23983.32,23790,23895.05,1461.7834,1461.7834,24183.73291,23752.46801,23321.20311
12/21/2020 5:30,23895.04,23975,23868.27,23936.22,1066.1734,1066.1734,24210.0048,23769.9682,23329.93159
12/21/2020 6:00,23936.22,23958.66,23841.99,23899.1,1247.0239,1247.0239,24222.53053,23782.26646,23342.0024
12/21/2020 6:30,23899.1,23914.5,23700,23820.77,1772.1726,1772.1726,24203.17867,23785.93347,23368.68827
12/21/2020 7:00,23821.41,23926.8,23785.96,23919.73,819.9556,819.9556,24192.5272,23798.67599,23404.82479
12/21/2020 7:30,23919.73,24028.15,23888.15,23933.74,1681.8214,1681.8214,24219.61749,23811.53923,23403.46098
12/21/2020 8:00,23933.74,23992.57,23900,23979.99,1434.224,1434.224,24205.83402,23827.58216,23449.33031
12/21/2020 8:30,23979.99,24075.94,23810,23845.88,2047.651,2047.651,24174.80573,23829.32481,23483.84389
12/21/2020 9:00,23845.88,23900,23635.08,23660.29,2621.054,2621.054,24128.12813,23813.22626,23498.3244
12/21/2020 9:30,23660.29,23739.18,23528.62,23603.04,2637.3043,2637.3043,24090.34493,23793.20852,23496.07212
12/21/2020 10:00,23603.04,23721.91,23328,23461.34,3682.4734,3682.4734,24065.02517,23761.602,23458.17882
12/21/2020 10:30,23461.34,23495.91,22651.8,22814.77,4160.6694,4160.6694,24208.4838,23671.42752,23134.37124
12/21/2020 11:00,22814.77,22935.01,22441.01,22476.56,4485.2692,4485.2692,24360.97668,23557.63061,22754.28455
12/21/2020 11:30,22476.56,22833.01,22416,22703.66,3978.4819,3978.4819,24409.9157,23476.30008,22542.68446
12/21/2020 12:00,22703.66,22832.69,22550.07,22649.99,2949.4835,2949.4835,24446.41164,23397.60388,22348.79612
12/21/2020 12:30,22650,22663,21815,22277.59,6482.003,6482.003,24508.39575,23290.93589,22073.47603
12/21/2020 13:00,22277.58,22450,22056.77,22308.58,4179.884,4179.884,24524.50747,23197.37819,21870.24891
12/21/2020 13:30,22309.19,22665.35,22251.23,22646.53,2830.4455,2830.4455,24500.65679,23144.91646,21789.17612
12/21/2020 16:30,22648.63,22774,22626.02,22681.32,855.1198,855.1198,24450.95961,23100.76441,21750.56922
12/21/2020 18:30,22693.65,22988.6,22621.44,22775.31,2938.0009,2938.0009,24390.42232,23069.76875,21749.11518
12/21/2020 19:00,22775.31,22900,22752.84,22805.96,1856.0964,1856.0964,24330.15639,23044.64411,21759.13183
12/21/2020 19:30,22803.25,22940.3,22772.37,22842.88,1476.7382,1476.7382,24258.39138,23025.42848,21792.46558
12/21/2020 20:00,22842.88,22862.1,22681.32,22815.06,1399.9413,1399.9413,24184.43128,23005.39339,21826.35549
12/21/2020 20:30,22815.06,22925.04,22732.78,22882.83,960.011,960.011,24118.56488,22993.72068,21868.87649
12/21/2020 21:00,22882.84,22930,22774.3,22827.37,940.4392,940.4392,24027.19366,22977.87776,21928.56187
12/21/2020 21:30,22827.38,22895.29,22765,22891.92,749.2798,749.2798,23927.86066,22969.69131,22011.52196
12/21/2020 22:00,22891.93,23162.26,22890.82,23129.77,2260.3192,2260.3192,23838.10081,22984.9369,22131.77299
12/21/2020 22:30,23129.76,23254.33,23021.17,23119.78,1363.7691,1363.7691,23769.71132,22997.7791,22225.84688
12/21/2020 23:00,23119.77,23198,23113.58,23171.17,720.8894,720.8894,23746.05638,23014.29252,22282.52866
12/21/2020 23:30,23171.16,23228.35,23044.92,23082.01,1227.4723,1227.4723,23711.64943,23020.7418,22329.83417
12/22/2020 0:00,23082,23084.01,22699.99,22711.33,2485.7131,2485.7131,23627.32835,22991.27401,22355.21968
12/22/2020 0:30,22719.88,22926.14,22650,22887.96,1929.8198,1929.8198,23601.57212,22981.43458,22361.29704
12/22/2020 1:00,22887.99,22888.39,22500,22559,2505.5679,2505.5679,23501.25529,22941.20272,22381.15014
12/22/2020 1:30,22558.99,22706.58,22428.86,22609.61,2050.5773,2050.5773,23446.82507,22909.62246,22372.41985
12/22/2020 2:00,22609.61,22875.61,22544.5,22757.03,1798.2634,1798.2634,23411.4234,22895.08984,22378.75629
12/22/2020 2:30,22757.03,22929.69,22730,22822.08,1348.2174,1348.2174,23320.82576,22888.13652,22455.44729
12/22/2020 3:00,22822.09,22970,22798.82,22957.6,1177.411,1177.411,23245.84099,22894.75209,22543.6632
12/22/2020 3:30,22957.59,22969,22765.63,22835.42,1047.5075,1047.5075,23220.94956,22889.10142,22557.25328
12/22/2020 4:00,22835.41,22942.38,22737.9,22851.2,1389.8451,1389.8451,23203.58444,22885.49176,22567.39907
12/22/2020 4:30,22851.19,23076.77,22851.19,22983.43,1435.5499,1435.5499,23213.63305,22894.81921,22576.00537
12/22/2020 5:00,22983.43,23001,22900,22950.46,1247.2103,1247.2103,23218.29512,22900.11833,22581.94154
12/22/2020 5:30,22950.46,22970,22750,22818.68,1815.1269,1815.1269,23210.32085,22892.3623,22574.40376
12/22/2020 6:00,22818.67,22848.99,22610.19,22682.57,1784.0684,1784.0684,23200.67493,22872.38208,22544.08923
12/22/2020 6:30,22682.07,22867.28,22551.02,22785.56,1771.9446,1771.9446,23195.00632,22864.11331,22533.2203
12/22/2020 7:00,22785.57,22870.02,22692.05,22751.19,1269.6284,1269.6284,23188.85529,22853.35871,22517.86213
12/22/2020 7:30,22751.19,22826.78,22683.1,22749.78,1337.3521,1337.3521,23183.1723,22843.49407,22503.81584
12/22/2020 8:00,22749.77,22760.46,22500,22657.47,2222.1176,2222.1176,23151.76859,22825.77749,22499.7864
12/22/2020 8:30,22657.47,22750,22353.4,22465.66,2833.2199,2833.2199,23128.78739,22791.48059,22454.17379
12/22/2020 9:00,22465.66,22700,22372.3,22689.85,1953.0898,1953.0898,23075.95304,22781.80149,22487.64993
12/22/2020 9:30,22689.86,22822.83,22676.69,22725.9,1699.2597,1699.2597,23038.05007,22776.47753,22514.905
12/22/2020 10:00,22725.91,22795.91,22600,22783.86,1742.0475,1742.0475,23037.26128,22777.18063,22517.09997
12/22/2020 10:30,22783.85,22819.76,22704.19,22718,1406.2046,1406.2046,23026.76483,22771.54438,22516.32392
12/22/2020 11:00,22718,22778.99,22602.12,22701.2,1429.2851,1429.2851,23003.40656,22764.84491,22526.28327
12/22/2020 11:30,22701.2,23000,22701.2,22927.3,2725.5449,2725.5449,23017.72782,22780.31683,22542.90583
12/22/2020 12:00,22927.3,23155,22830.78,23118.21,2257.8668,2257.8668,23092.64224,22812.49713,22532.35201
12/22/2020 12:30,23118.22,23217.34,23084.63,23123.64,2367.7315,2367.7315,23159.96118,22842.12978,22524.29838
12/22/2020 13:00,23123.66,23300,23062.01,23173.71,2411.0999,2411.0999,23232.51658,22873.70885,22514.90112
12/22/2020 13:30,23173.7,23244,23103.98,23142.25,1691.7544,1691.7544,23289.6517,22899.2842,22508.9167
12/22/2020 14:00,23142.26,23536.96,23141.92,23482.01,3280.1703,3280.1703,23449.22874,22954.78189,22460.33505
12/22/2020 14:30,23482,23628.89,23454.17,23490.87,3739.9458,3739.9458,23585.36942,23005.8379,22426.30639
12/22/2020 15:00,23491.65,23521.59,23335.83,23435.54,2269.6323,2269.6323,23684.40865,23046.76191,22409.11517
12/22/2020 15:30,23435.53,23556.84,23380,23537.16,1907.8605,1907.8605,23790.97523,23093.46649,22395.95776
12/22/2020 16:00,23536.61,23600,23300.42,23342.68,2546.0583,2546.0583,23815.09401,23117.20111,22419.30822
12/22/2020 16:30,23342.68,23456,23335.12,23351.74,2131.5478,2131.5478,23843.60491,23139.53815,22435.47138
12/22/2020 17:00,23351.75,23367.27,23237,23347.88,2166.5219,2166.5219,23859.59186,23159.38023,22459.1686
12/22/2020 17:30,23347.88,23442,23294.76,23303.08,1387.698,1387.698,23859.18603,23173.06592,22486.94582
12/22/2020 18:00,23303.1,23370,23224.4,23342.54,1370.5092,1370.5092,23846.85568,23189.20631,22531.55694
12/22/2020 18:30,23342.54,23489.89,23342.51,23450,1281.7551,1281.7551,23805.48052,23214.04381,22622.60709
12/22/2020 19:00,23450,23520,23427.81,23434.78,1502.7337,1502.7337,23791.20027,23235.0663,22678.93233
12/22/2020 19:30,23433.95,23509.87,23412.76,23491.46,1046.0503,1046.0503,23781.97961,23259.48475,22736.98989
12/22/2020 20:00,23491.46,23496.7,23325.95,23404.27,1094.4,1094.4,23754.93839,23273.27382,22791.60925
12/22/2020 20:30,23404.27,23449,23292.55,23301.14,1006.6464,1006.6464,23688.30573,23275.92774,22863.54975
12/22/2020 21:00,23301.14,23434.53,23277.72,23421.91,1140.1135,1140.1135,23610.59724,23289.83081,22969.06439
12/22/2020 21:30,23421.91,23530,23323.54,23416.99,1737.6302,1737.6302,23574.07109,23301.94121,23029.81133
12/22/2020 22:00,23416.98,23525.35,23363.46,23437.04,1894.7857,1894.7857,23568.68246,23314.80776,23060.93306
12/22/2020 22:30,23437.04,23480.4,23344.92,23422.58,707.2193,707.2193,23557.456,23325.07179,23092.68757
12/22/2020 23:00,23422.59,23760,23376.26,23717.41,2083.6711,2083.6711,23605.9693,23362.43733,23118.90536
12/22/2020 23:30,23715.99,23777,23640.56,23672.62,1872.9852,1872.9852,23624.29435,23391.97854,23159.66272
12/23/2020 0:00,23672.62,23837.1,23650.84,23811.37,2218.856,2218.856,23702.55496,23431.92058,23161.2862
12/23/2020 0:30,23810.79,23869.84,23695.7,23820.23,1747.7956,1747.7956,23778.71865,23468.90243,23159.08621
12/23/2020 1:00,23819.53,24000,23764.18,23983.07,2708.2774,2708.2774,23899.77582,23517.87077,23135.96572
12/23/2020 1:30,23983.07,24050,23808,23841.3,2821.9038,2821.9038,23962.22816,23548.67355,23135.11895
12/23/2020 2:00,23842.51,23865.27,23654.72,23709.61,1954.8394,1954.8394,23976.86103,23564.00083,23151.14064
12/23/2020 2:30,23709.6,23746.33,23551.86,23698.94,1628.7819,1628.7819,23985.55663,23576.85218,23168.14774
12/23/2020 3:00,23698.94,23714.53,23595.74,23631.98,1184.2725,1184.2725,23979.27205,23582.10245,23184.93285
12/23/2020 3:30,23631.99,23757.87,23605,23707.76,1011.1074,1011.1074,23975.57349,23594.06984,23212.56618
12/23/2020 4:00,23707.76,23778.63,23658.17,23702.71,1040.5123,1040.5123,23971.66316,23604.41652,23237.16988
12/23/2020 4:30,23702.71,23711.17,23457.98,23630.08,1855.0289,1855.0289,23967.5429,23606.86066,23246.17842
12/23/2020 5:00,23630.08,23647.82,23430,23459.9,2158.3686,2158.3686,23953.53746,23592.86441,23232.19135
12/23/2020 5:30,23459.9,23536.2,23366.66,23507.69,2244.0443,2244.0443,23946.93286,23584.75256,23222.57226
12/23/2020 6:00,23507.2,23532.65,23350,23532.65,2691.9069,2691.9069,23935.81566,23579.79041,23223.76516
12/23/2020 6:30,23532.65,23613.03,23454.59,23475.71,1645.8186,1645.8186,23913.05735,23569.87799,23226.69863
12/23/2020 7:00,23475.7,23610.12,23439.13,23511.76,1667.4988,1667.4988,23906.47719,23564.34294,23222.2087
12/23/2020 7:30,23511.75,23511.75,23319.11,23477.92,1721.018,1721.018,23901.51457,23556.11219,23210.7098
12/23/2020 8:00,23477.92,23636.33,23477.92,23557.3,1521.1267,1521.1267,23897.38261,23556.22531,23215.06802
12/23/2020 8:30,23557.29,23680,23515.48,23602.92,1592.7427,1592.7427,23892.18548,23560.67243,23229.15937
12/23/2020 9:00,23603.22,23604.76,23438.8,23502.8,1270.2948,1270.2948,23885.85885,23555.16077,23224.46268
12/23/2020 9:30,23502.8,23575.01,23444.44,23485.91,1417.9887,1417.9887,23882.96024,23548.56545,23214.17067
12/23/2020 10:00,23485.91,23656.5,23422.4,23636.76,1217.2699,1217.2699,23864.83777,23556.96494,23249.0921
12/23/2020 10:30,23636.76,23735.51,23562.79,23663.94,1922.7781,1922.7781,23847.89022,23567.15304,23286.41585
12/23/2020 11:00,23663.94,23675.68,23400,23439.75,3107.6125,3107.6125,23778.98188,23555.01941,23331.05695
12/23/2020 11:30,23439.76,23478.81,22814.05,23063.53,5218.8916,5218.8916,23806.46861,23508.2109,23209.95319
